firstName|gender
parkash|m
babalu|m
vivek|m
deep|f
kamlesh|f
sonia|f
aayesha|f
shanaz|f
seema|f
sahar|f
vidhavati|f
prachi|f
iema|f
raghubir|m
mehib|m
aasish|m
jitan|m
shavani|f
aashik|m
adityalok|m
kurban|m
safia|f
sombir|m
shokar|m
momita|f
riyazuddin|m
vishvnath|m
gouri|m
nancy|f
sarita|m
mohni|f
parshu|m
pitika|f
garv|m
veenu|f
chanderbal|m
mudssir|m
sukhlal|m
rajkumari@babli|f
akhilesh|f
rajeena|f
sareen|f
madhuni|f
archna|m
ajad|m
jamna|m
swadhin|m
rubi|f
mustki|f
dimple|f
vimla|f
hasina|f
shivam|f
shabbi|f
mohhmad|m
dhrambir|m
sonaki|f
gurvinder|f
devender|f
goutam|m
mangla|f
vasu|f
shivangi|f
shailesh|m
kalpesh|m
chndrakla|f
sugar|m
saanu|f
kasish|f
kapiil|m
banshi|m
muksndi|m
harison|m
bandana|f
anandwati|f
ashishi|m
kulwinder|m
meva|f
rukhsona|f
ghurul|m
ramotar|m
nandi|m
harman|m
basant|m
netram|m
sitaram|m
rishi|m
aniket|m
tanveer|m
manpreet|f
sajiya|f
dipali|f
laltha|m
dilawar|m
gyarsi|m
parvinder|f
elwin|m
preet|f
chandan|f
samiksa|f
manful|m
araslan|m
honey|f
subhapal|f
lushi|f
dilish|f
omjone|m
kabid|m
baksi|m
moshri|f
ragwender|m
hukum|m
udit|m
vishesh|m
mehronisha|f
dhanni|f
vironika|f
bhrkat|m
sanavvar|m
ravindera|m
ramniwasj|m
dhurve|m
dilshad|m
swapam|m
rajan|m
bhushan|m
mikel|m
mala|f
su.shree|f
shimla|f
sumalia|f
hina|f
tariq|m
shan|m
khushbhu|f
arhiyant|m
dhanpat|m
gulab|m
suneel|m
vinod|f
adan|m
ariba|f
bhulan|m
tohir|m
amjad|m
idrish|m
razni|f
amana|f
titu|m
jamee|f
sudama|f
gulfan|m
gulsida|f
shayampuri|m
bhajju|m
neki|m
harprasad|m
pervez|m
kushi|f
komal|m
azad|m
ekram|m
sajid|m
vikrant|m
anjum|f
basanti|f
mansi|f
ranjan|f
payal|f
jyotsana|f
dhanraj|m
injmam|m
peentu|m
rihan|m
mahasingh|m
premnarayan|m
satvir|m
nafe|m
kishore|m
sudarshan|m
pram|m
jagdesh|m
kamal|f
sakal|m
nadhim|m
tilakram|m
nasira|f
shadna|f
nusrant|f
bhavishy|m
sahawaj|f
susma|f
sanoj|f
sabbo|f
sujata|m
taran|f
sofali|m
lilu|m
shadhana|f
syham|m
shamsuddin|m
manver|m
sagrika|f
chnada|f
kouchu|m
sanju|m
hansraj|m
sohail|m
iqarar|m
jeenat|m
rizwan|m
sh.vipin|m
pardep|m
joity|f
pramila|f
asrani|f
leelawati|f
saraswati|f
kamini|f
neetu|m
harshit|m
ashshwer|m
viresh|m
panaj|m
govind|f
km-|f
jagdeesh|m
prabhila|f
soonam|f
khumlo|f
hasir|m
bhagat|m
manish|f
sabnur|f
shittal|f
dipanshu|m
emran|m
manikchand|m
saranthem|f
keshar|f
laltia|f
risabh|f
amritpal|m
bachan|m
sukesh|m
akhatari|f
rina/|f
shazad|m
nawaz|m
gawri|f
katyayani|f
chanchl|f
varun|m
bhavishya|m
malti|f
riti|f
pramatma|m
morki|f
farjand|m
niwas|m
dhreej|m
anita|m
smt.anta|f
safila|f
smt.kiswar|f
sonu@akil|m
baichan|m
shekh|f
mahinudin|m
angad|m
maalti|f
shabbenour|f
puneeta|f
sahenaj|f
dharmendera|m
k|f
a.|m
sattaram|m
anuraj|m
menakshi|f
aagand|m
ajay|f
vijaya|f
rai|m
satyvrat|m
dhiraj|m
gilbahar|f
saahin|f
purnmal|m
birij|m
jibanti|f
tulcharam|m
saloni|f
panchma|f
bhawan|m
shaubha|m
darshan|m
sanand|m
seekha|f
bodu|m
manoish|m
md.gulsher|m
sarmeela|f
shishram|m
muskaan|f
danwati|f
rachpreet|f
lasar|m
istkhar|m
jisaan|m
pallvi|f
ganeshi|f
manisha|m
bhuri|m
monu|m
ritika|f
ruchika|f
sabid|m
rafal|m
moin|m
sharadhha|f
swetna|f
killo|f
roshini|f
frra|f
anurudh|m
nihal|m
pyari|f
husnara|f
ramlal|m
lave|m
samir|m
mehfooj|f
alkesh|f
ramveer|m
rumeet|m
zahid|m
rabina|f
noomi|f
sorabh|m
joginder|f
kanchi|f
simmi|f
dariya|f
nihalchand|m
kesha|m
homa|m
annavi|f
kulli|f
birmadevi|f
sodan|m
shoab|m
saroop|m
sahnaz|f
ansu|f
tarunnam|f
farah|f
somwati|f
ramkish|m
jaskaran|m
jiya|m
inderjeet|m
aajad|m
sukjveer|m
sachi|m
srishty|f
phool|f
hament|m
toni|m
sagira|f
fazin|f
barj|m
urvarshi|f
ajnabi|f
ramdin|m
chandesh|m
bhim|f
sugna|f
banty|m
ayube|m
soam|f
sarjeet|m
aditi|m
tilk|m
asha|m
shulal|m
marium|f
samundri|f
uzma|f
similata|f
amarjeet|m
patric|m
sahiba|f
jamila|f
anamika|f
archna|f
bahwana|f
reka|f
junna|m
sulender|m
shimpi|f
mitthu|m
velaram|m
mercy|f
udita|f
hukamchand|m
kaval|m
wali|m
nargis|f
atta|f
balaram|m
nek|m
shallu|f
naseem|f
parsi|f
shahna|f
pancu|m
ravidutt|m
reenu|m
somender|m
mesak|m
suchitra|f
ramji|m
jockyipai|m
israil|m
tikaram|m
kasumbi|f
kalwant|m
samsad|f
manfool|f
shine|f
shelendra|m
tameezuddin|m
poonam|m
harvinder|m
amrit|m
la|m
riya|f
maya|f
gori|f
sneh|f
saveena|f
ishwari|m
meesh|f
lakshman|m
simabharti|f
khushabu|f
hudi|f
subhi|f
jaidul|m
indira|f
ugma|f
farhanaaz|f
bharma|m
sabna|f
gangadhar|m
sooraj|m
daks|m
raheesh|m
shravani|f
ayushi|f
parsuram|m
gulnaaz|f
amanjeet|f
nitasha|f
jhagdoo|m
saral|f
tipu|f
lokesh|m
mangal|m
mo.|m
pinku|m
yash|m
leela|f
kangana|f
mallo|f
happy|m
asharam|m
sukhvinder|m
shailja|f
rajbala|f
palvi|f
noorjaha|f
khubchand|m
jahid|m
mandeep|m
jasmina|f
sajan|m
asmita|f
sudma|f
jainab|m
sukhpal|m
niraj|f
smt.saroj|f
rehmat|m
haseen|m
nandkishore|m
shagufta@munny|f
deepak|f
bangali|m
dinkar|m
dhuruv|m
sudershan|m
vilram|m
devanand|m
rishaw|m
gaytree|f
evan|f
nazibuneesha|f
abishak|m
taslim|m
chiranjavi|m
golu@|m
rashid|m
kajul|f
pramjeet|m
yogesh|f
ruhi|f
love|m
jeeya|m
vipta|m
lekhraj|m
kastoori|f
praveena|f
julficar|m
husain|m
lavi|f
njare|m
omparsad|m
shetan|m
yasodha|f
rohthash|m
navleen|f
gufran|m
emilia|m
ajaj|m
riyaz|m
aishe|f
hariram|m
manuvar|m
nekki|f
mursida|f
numesh|m
kailesh|m
mukram|m
ramdutt|m
sharmili|f
saalu|f
sudhanshu|m
prabhudayal|m
bharati|f
sartaj|m
katwa|m
ruji|f
sitare|m
balkishan|m
shelender|m
vickey|m
mahkar|m
subin|m
lucky|m
sohan|m
rahul|m
surinder|m
vikram|m
rambha|f
kavita|f
dharamveer|m
amie|f
padama|f
shabanam|f
aishwarya|f
paul|m
furkhan|m
maigo|f
keshram|m
harnam|m
khairu|f
shadan|m
jaijairam|m
jagviri|f
keshanti|f
akhil|m
saddiq|m
klash|m
parashu|m
vi|m
gulfsa|f
switi|f
mmt.|f
tapsam|f
rukya|f
nagina|f
kohinoor|m
aisha|f
ruppa|f
mulina|f
shayam|m
gokul|m
gurmit|m
sawan|m
mukesh|m
devi|m
babli|m
shahiba|f
dhan|f
sarita|f
shivani|f
ranpal|m
shripal|m
amarmula|f
jani|f
hritik|m
narsingh|m
shrishti|f
sohanlal|m
istyak|m
jagtar|m
sunaina|f
brijshwaer|m
mainka|f
safika|f
ranjna|f
gen|m
shampa|f
balvinder|f
rinka|f
twenkle|f
firida|f
devanti|f
pradeep@kale|m
bhram|m
chhano|f
amena|f
dixya|f
ramsagar|m
gantantra|m
nila|f
mr.|m
ashish|m
sapan|m
madhuri|f
bhanumati|f
tabassum|f
hazrat|m
zuveb|m
rambarose|m
jugender|m
shaid|m
shkundla|f
bhanwar|m
lllllllllllllllllll|m
mansharam|m
sabiya|f
savia|f
omprkesh|m
marya|f
lalital|m
lakki|m
ramnath|m
sadiya|f
sukhpreeet|f
ashra|f
peenu|f
pankajsheel|m
kamaljeet|m
sobit|m
tharu|m
vinit|f
swaranjeet|f
neaha|f
suhail|m
sk|m
mukesh|f
shaina|f
sashi|f
josin|m
mho.|m
shahabuddin|m
panchoo|f
salesh|m
km|m
thakur|m
azim|m
neesa|f
ramdhani|f
bachhu|m
anjum|m
dharmveer|m
diya|f
manpritkour|f
kum.|f
durvesh|m
sidh|m
parvesh|m
shakir|m
akthari|f
k.|f
deewan|m
sapna|m
samay|m
rahi@|f
sukhmit|m
rajputra|m
sarvjeet|m
snjana|f
chaturbhuj|m
shakar|m
fakiri|f
shahnawaj|f
farhib|f
sakeena|f
kashum|f
shokat|m
shrinath|m
kalusingh|m
rukhsna|f
jenny|f
sadur|m
mahender|m
ramchander|m
vansu|m
gaurav|m
satbir|m
suntia|f
sna|f
kajol|f
jhunna|f
veera|f
shital|f
mohseena|f
ramdhan|m
ragina|f
sajana|f
noreen|f
upasana|f
rosan|f
himanshu|f
mehnaz|f
habiba|f
dr.|m
sikender|m
bahart|m
naseem|m
meenu|m
grish|m
biitu|m
anuu|f
chandrashekhar|m
mahindra|m
vaijanti|f
karshma|f
janta|m
surendr|m
shrotam|m
sandha|f
vinayak|m
chettan|m
omender|m
sukmani|f
karina|f
sano|f
supriyal|m
muskan|m
nirmal|m
akbar|m
kirashan|m
janki|f
devyani|f
nanki|f
anuradha|f
sushma|f
vishu|m
pooranmal|m
ritik|m
kajamuddih|m
tanjima|f
v.b.|m
mehrunisha|f
majidunisha|f
chom|m
vishvanath|m
vanshu|m
rimasha|f
kashiram|m
shahbaz|m
gora|f
najiya|f
kheem|m
mithilesh|m
chhabi|f
mishbha|f
dowlat|m
gulfara|f
malchand|m
nanka|m
mh|m
mo-|m
gudya|f
ranjeet|m
mohammad|m
reeta|f
dhapu|f
megha|f
shilap|f
amrin|f
satendra|m
narender@narender|m
gulab|f
amri|f
pargati|f
jagdiesh|m
islam|m
annat|m
saneha|f
fatima|f
yaman|m
sidhant|m
bagwan|m
sri|m
mamt|f
binda|f
jhalla|m
rihal|m
devraj|m
sarojini|f
shabir|m
seetal|f
jaibir|m
nasrin|f
arati|f
bilke|f
sabrajeet|m
raghuvir|m
hitlar|m
ujjwal|m
souvik|m
penzin|m
bhusan|m
dabbu|m
khushnudi|f
ratneshwar|m
samaprveen|f
anoopama|f
nargish|f
rohaan|m
sainky|m
dalchand|m
madhu|m
smt.khasti|f
tulsi|m
sayja|f
gomati|f
aasma|f
susant|m
ilayat|m
manav|m
mousam|f
fazia|f
golden|f
mahfooz|m
moti|m
merry|f
sushila|m
ismaliye|f
jahani|f
nagaji|m
al0k|m
nandani|f
mosmi|f
vivek@|m
chintu|m
disha|m
gytri|f
sehrunisa|f
koshalya|f
krishna@manisha|f
abhilash|m
sinil|m
jaffar|m
mahammd|m
manti|f
krishka|f
veeru|f
fuljhadi|f
mayak|m
usha|f
bhteri|f
sweeti|f
areen|f
somil|f
ahupendra|m
tapan|m
chandrika|f
bunty|m
lalmuni|f
bhanvar|m
kinya|f
smariti|f
chandini|f
sandip|m
rekhai|m
harees|m
jafrin|f
ashmin|f
keshri|m
durjan|m
sube|m
aafreen|f
dhamini|f
sharat|m
baudi|m
rijakpal|m
yudhbir|m
banti|m
nand|m
karmveer|m
govind|m
veer|m
rohan|m
rusan|f
gyarsi|f
shashi|f
aslam|m
himansu|m
doly|f
khusboo|f
damodar|m
mahbir|m
sheetal|m
rati|m
umesha|f
salmakhatun|f
badshya|m
gurmeet|m
sirish|f
rachna(with|f
najreen|f
nabi@|m
tiwnkal|f
asiwani|m
piyari|f
gulsher|m
p.kamesh|m
ramhetu|m
ajju|f
tulsa|f
bhonu|m
saroj|m
harpal|m
pratima|f
tanya|f
ashmi|f
radhika|f
teja|f
luv|m
momin|m
tavinder|m
harbir|m
hemanshu|m
inderjit|m
sanni|m
juna|f
arajun|m
sukhsohan|m
joria|m
teekam|m
constable|m
sunaina|m
kishn|m
siya|m
rithik|m
fakrrudeen|m
gollu|m
asish|m
ramsurat|m
paramjeet|f
farhin|f
veshali|f
mehak|f
nelam|f
ramjiyawan|m
dali|f
nishu|m
kayamuddin|m
dauji|m
tej|m
hanumanram|m
arifa|f
p|m
manwi|f
sazid|m
meghu|m
rony|m
lilima|f
parven|f
sajruddin|m
asrf|m
jitin|m
soniya,|f
rukhsana|f
bhuwan|m
preyojit|m
sufian|m
bheema|m
sabreen@|f
sanjida|f
nisha@neelam|f
fareena|f
shagufta|f
randeep|m
hani|m
bhawari|f
radhab|f
ramvati|f
newal|m
gandharv|m
manit|m
gargi|f
kureja|f
sabila|f
durgash|f
jittender|m
zile|m
jagjeet|m
hanni|m
nooralha|m
tasleem|f
madanlal|m
rasid|m
udham|m
yuveraj|m
mithalesh|f
aruni|f
minkashi|f
ravi@|m
aashif|m
satyapal|m
haseena|f
babita|f
kunti|f
nandini|f
hagami|f
lila|f
parmila|f
kajal|f
shahin|f
chahat|f
dhrampla|m
dhananjay|m
rafiq|m
sagita@harsita|f
phool|m
munbura|f
shahista|f
sahbuddin|m
dhaneswar|f
niranjan|m
parbhu|m
rima|m
sila|f
aysha|f
attar|m
gurpreet|f
savina|f
bakhtvaar|f
sri-dwrikaprasad|m
faijal|m
yusuf|m
bobi|f
ansar|m
bhud|m
baijnath|m
munia|f
phalguni|f
rambiri|f
nirmaljeet|m
gordhan|m
dheeraj|m
sudhir|m
aayush|m
kokila|f
sweety|f
rajani|f
madhu|f
subhangi|f
riju|f
chandani|f
bhagvati|f
phakir|m
susila|f
badal|m
anzum|f
aasif|m
mnyak|m
abbal|m
fulo|f
nikita|m
veerendra|m
md.tosheeb|m
amarchand|m
yadho|m
for|m
shaili|f
archan|f
altab|m
manphool|m
chhabil|m
rahimun|f
narendar|m
subato|m
kumod|m
rameshwar|m
sumit|m
jahir|m
shikha|m
kalyani|f
sudha|f
anshul|m
vinod@badri|m
shekiba|f
hazara|f
papiya|f
gulnaj|f
abhijeet|m
badami|f
sarju|m
bhan|m
rajl|f
gali|f
aakib|m
abhi|m
subhan|m
rinki|m
bhopal|f
fhaishal|m
biru|m
mandothi|f
kisan|m
bholaram|m
kamaldeep|m
rena|f
kalla|f
munesh|f
sriniwash|m
gamer|m
lakshit|m
handu|m
sohanpal|m
hemant|m
prabhat|m
satpal|m
animesh|m
ramchandra|m
devid|m
veena|f
shobha|f
ritu|f
rajiya|f
kulli|m
bandu|m
subhiya|f
raghuvinder|f
avdhesh|m
lavli|f
bhanu|f
pravesh|m
istikar|m
agrej|m
rajia|f
rahil|f
asharani|f
sohni|f
rajni|m
meela|f
pawan|f
sushela|f
b|m
suhel|m
sulochna|f
munnem|m
dharma|m
phul|f
anshika|f
tarun|f
santu|f
manosh|m
lajjavati|f
kaarti|f
parbha|f
manbhari|f
ghasiram|m
annu|m
akheelesh|m
kanika|f
rihana|f
saweta|f
narbir|m
anjani|f
munnadevi|f
smt.chhoti|f
munnakumar|m
basiran|f
kanchaniya|f
irfa|f
daaud|m
nathani|m
bitto|f
jainub|f
nagender|m
harichand|m
jaivind|m
shafibul|m
shadik|m
anamol|m
beeram|m
rakeeba|f
rvina|f
rajina|f
guljar|m
ikrar|m
shanti|m
prameela|f
tony|m
shyan|m
bharat|m
sudesh|m
terence|m
harpreet|m
ramjeet|m
gauri|m
parashram|m
dulichand|m
""|f
vidya|f
salma|f
aamina|f
aarifa|f
devasheeh|m
satbar|m
pirmika|f
satrughan|m
vude|m
nesha|m
manka|f
bir|m
sarbjeet|m
pravindra|m
yograj|m
jalmi|m
hardeep|m
shm.|f
sonyi|f
rampati|m
rajend|m
satyapal|f
alapna|f
p.|m
kamrudeen|m
hrithik|m
gurbax|m
hashim|m
mangla|m
charanjeet|f
iswer|m
mosim|m
jeevan|m
ashu|m
prahlad|m
kapil|m
nijam|m
sema|f
durgesh|f
kum|f
meenu|f
avdesh|m
shakshi@|f
rojmen|f
ratna|f
shree|f
kr.|f
nawed|m
maman|m
dulari|f
afroz|f
giri|m
hararat|m
radhamohan|m
prabhjit|m
shilly|f
versa|f
jatan|m
hom|m
firdosh|f
upasna|f
mena|f
awdhesh|m
jamal|m
vidya|m
anayatha|f
jubeda|f
moharan|m
nanshi|f
dipeeka|f
kallo|f
shefali|f
smt.nitu|f
nizamuddin|m
aamosh|m
subhod|m
manno|f
sabhya|f
rishipal|m
pintu|m
amit|m
harshdeep|m
gautam|m
sukumar|m
vishanu|m
mahud|m
w/o|f
mariyam|f
sahgufta|f
bhateri|f
parsnath|m
dhannu|m
devya|f
shahzadi|f
kanki|f
virjiniya|f
labbhi|f
bhuri|f
nehal|f
nshima|f
armita|f
jameela|f
kirshan|m
sahkir|m
udaiy|m
guman|m
bhart|f
premwati|f
chitranjan|m
veerander|m
gurlal|m
santram|m
mustkim|m
kundan|m
minu|f
gudia|f
ramgopal|m
mast|m
chunaram|m
mallik|f
parmeswari|f
khushnasiba|f
anantram|m
shabi|f
girija|f
sheish|m
asutosh|m
laksh|m
dal|m
gobind|m
umang|m
dibakar|m
paru|f
riyasat|m
shefali@puja|f
ashrfi|m
sukh|m
shayra|f
amarin|f
raju,|f
janam|f
vikesh|m
ramkumar|m
aabid|m
ahsan|m
aditya|m
razia|f
hemlata|f
lala|m
sajju|m
depander|m
shbana|f
devli|f
chandkor|f
shashwat|m
devkran|m
vijendar|m
smarti|f
naseeba|f
parmita|f
buity|f
daulat|f
yatin|m
sanno|f
ritu|m
mannu|m
trlokchand|m
raghbir|m
dharmendr|m
budhwanti|f
heeralal|m
mehandi|m
asanti|f
banita|f
guruvachan|m
harbanschauhan|m
shagufta|m
iqrar|f
kalu@|m
sabreen|f
ku.rekha|f
visvajeet|m
raja|m
surendra|m
prince|m
chitra|f
salama|f
sawatri|f
dropati|f
imrana|f
kosar|f
miss.|f
murad|m
indraj|m
lashma|f
sarda|f
balbeer|m
raisingh|m
aarifun|f
monti|m
chitprit|m
pallawi|f
narbda|f
pryinka|f
eshwari|f
shohan|m
sanjya|m
narendera|m
sehboob|m
vikarm|m
jina|f
said|m
jaiveer|m
parbhat|m
dhalchand|m
ranveer|m
rahisuddin|m
karan|m
md.badrealam|m
kaptan|m
kumresh|m
priyanshu|f
gulsha|f
abhisekh|m
siwani|m
dishu|f
amzad|m
nar|m
nrotam|m
islamuddin|m
yoshoda@|f
kushal|m
prafhool|m
natha|m
kanhyalal|m
kingkar|m
sahnaz|m
siddhi|f
taruna|f
master|m
manu|m
agyapad|m
shailash|m
ratul|m
janardam|m
kalla|m
anja|f
anjana|f
marjina|f
kitti|f
rawi|f
nasibu|f
kamar|f
sohil|m
sonali|m
eshavarya|f
sarwitavm|f
suresh@tinku|m
pargat|m
mallika|f
subani|f
sanny|m
sachi|f
kela|f
lakhbir|f
ankesh|m
pooja@neha|f
aashia|f
rajna|f
ketan|m
rimzim|f
taj|f
shekher|m
fija|f
sorab|m
tilakraj|m
hanshraj|m
md|m
""|m
yasib|m
afsana|f
vandana|f
braham|m
sandiya|f
rudhra|m
smt,|f
omwati|f
shanbhu|m
vaishanvi|f
fazulla|m
omparkash|m
amna|f
nandu|f
gurprit|m
lokender|m
ujjair|m
shoukat|m
danista|f
bansilal|m
ameen|m
layman|m
taar|m
hukam|m
baniya|m
mandvi|f
mukiman|f
dataterya|m
satvida|f
shriram|m
usha|m
chetanram|m
vipin|m
farid|m
garib|m
munni|f
tamana|f
kuldeep|f
lata|f
gitika|f
preyank|f
luxmi|f
supiriya|f
dhanwanti|f
punni|f
aarati|f
rishabh|m
paro|f
smt.parwati|f
duni|m
radhyshyam|m
mamita|f
kaushar|f
dropti|f
khursid|m
sufia|f
mahroj|m
omeshkumar|m
babby|f
lajja|f
ankit|f
bajrangi|m
jagrti|f
lta|f
sedarath|m
asmat|f
supna|f
kamal|m
shyam|m
sagir|m
rashmi|f
neeru|f
piroj|f
prithvi|m
aakanksha|f
kanchi|m
hajrati|f
noori|f
radheyshyam|m
trepti|f
manda|f
sanat|m
shalig|m
divakar|m
suhsmita|f
chhamo|f
veerpal|f
yasmin|m
antima|f
shahgujta|f
shahjadi|f
yusaf|m
moinuddin|m
unknown|m
radhey|m
laxmi|f
farjana|f
faimuddin|f
himansi|f
sardeep|m
reshama|f
latoor|m
sadip|m
ramvihar|m
manjinder|f
akshita|f
ramtek|m
ramdevi|f
jamadar|m
sorav|m
aanamika|f
preeti|m
